sentence,word,label
"I need to finish this presentation before the deadline, bohot stress ho raha hai",need,ENG
"I need to finish this presentation before the deadline, bohot stress ho raha hai",to,ENG
"I need to finish this presentation before the deadline, bohot stress ho raha hai",finish,ENG
"I need to finish this presentation before the deadline, bohot stress ho raha hai",this,ENG
"I need to finish this presentation before the deadline, bohot stress ho raha hai",presentation,MIX
"I need to finish this presentation before the deadline, bohot stress ho raha hai",before,ENG
"I need to finish this presentation before the deadline, bohot stress ho raha hai",the,ENG
"I need to finish this presentation before the deadline, bohot stress ho raha hai",deadline,ENG
"I need to finish this presentation before the deadline, bohot stress ho raha hai",bohot,URD
"I need to finish this presentation before the deadline, bohot stress ho raha hai",stress,ENG
"I need to finish this presentation before the deadline, bohot stress ho raha hai",ho,URD
"I need to finish this presentation before the deadline, bohot stress ho raha hai",raha,URD
"I need to finish this presentation before the deadline, bohot stress ho raha hai",hai,URD
"Kal Eid hai, sab log new clothes pehen kar milne aayenge",Kal,URD
"Kal Eid hai, sab log new clothes pehen kar milne aayenge",Eid,URD
"Kal Eid hai, sab log new clothes pehen kar milne aayenge",hai,URD
"Kal Eid hai, sab log new clothes pehen kar milne aayenge",sab,URD
"Kal Eid hai, sab log new clothes pehen kar milne aayenge",log,URD
"Kal Eid hai, sab log new clothes pehen kar milne aayenge",new,ENG
"Kal Eid hai, sab log new clothes pehen kar milne aayenge",clothes,ENG
"Kal Eid hai, sab log new clothes pehen kar milne aayenge",pehen,URD
"Kal Eid hai, sab log new clothes pehen kar milne aayenge",kar,URD
"Kal Eid hai, sab log new clothes pehen kar milne aayenge",milne,URD
"Kal Eid hai, sab log new clothes pehen kar milne aayenge",aayenge,URD
"Mujhe scholarship mil gayi hai, ab tuition ki tension nahi",Mujhe,URD
"Mujhe scholarship mil gayi hai, ab tuition ki tension nahi",scholarship,ENG
"Mujhe scholarship mil gayi hai, ab tuition ki tension nahi",mil,URD
"Mujhe scholarship mil gayi hai, ab tuition ki tension nahi",gayi,URD
"Mujhe scholarship mil gayi hai, ab tuition ki tension nahi",hai,URD
"Mujhe scholarship mil gayi hai, ab tuition ki tension nahi",ab,URD
"Mujhe scholarship mil gayi hai, ab tuition ki tension nahi",tuition,MIX
"Mujhe scholarship mil gayi hai, ab tuition ki tension nahi",ki,URD
"Mujhe scholarship mil gayi hai, ab tuition ki tension nahi",tension,MIX
"Mujhe scholarship mil gayi hai, ab tuition ki tension nahi",nahi,URD
Roommate ne kaha ke bills split karte hain is mahine,Roommate,MIX
Roommate ne kaha ke bills split karte hain is mahine,ne,URD
Roommate ne kaha ke bills split karte hain is mahine,kaha,URD
Roommate ne kaha ke bills split karte hain is mahine,ke,URD
Roommate ne kaha ke bills split karte hain is mahine,bills,ENG
Roommate ne kaha ke bills split karte hain is mahine,split,ENG
Roommate ne kaha ke bills split karte hain is mahine,karte,URD
Roommate ne kaha ke bills split karte hain is mahine,hain,URD
Roommate ne kaha ke bills split karte hain is mahine,is,URD
Roommate ne kaha ke bills split karte hain is mahine,mahine,URD
"I finally submitted my thesis, ab bas viva ka wait hai",I,ENG
"I finally submitted my thesis, ab bas viva ka wait hai",finally,ENG
"I finally submitted my thesis, ab bas viva ka wait hai",submitted,ENG
"I finally submitted my thesis, ab bas viva ka wait hai",my,ENG
"I finally submitted my thesis, ab bas viva ka wait hai",thesis,ENG
"I finally submitted my thesis, ab bas viva ka wait hai",ab,URD
"I finally submitted my thesis, ab bas viva ka wait hai",bas,URD
"I finally submitted my thesis, ab bas viva ka wait hai",viva,MIX
"I finally submitted my thesis, ab bas viva ka wait hai",ka,URD
"I finally submitted my thesis, ab bas viva ka wait hai",wait,ENG
"I finally submitted my thesis, ab bas viva ka wait hai",hai,URD
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",Bijli,URD
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",chali,URD
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",gayi,URD
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",thi,URD
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",poori,URD
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",raat,URD
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",subah,URD
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",tak,URD
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",internet,ENG
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",bhi,URD
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",off,ENG
"Bijli chali gayi thi poori raat, subah tak internet bhi off tha",tha,URD
"Uber wala bohot late aya, meeting miss ho gayi meri",Uber,MIX
"Uber wala bohot late aya, meeting miss ho gayi meri",wala,URD
"Uber wala bohot late aya, meeting miss ho gayi meri",bohot,URD
"Uber wala bohot late aya, meeting miss ho gayi meri",late,ENG
"Uber wala bohot late aya, meeting miss ho gayi meri",aya,URD
"Uber wala bohot late aya, meeting miss ho gayi meri",meeting,MIX
"Uber wala bohot late aya, meeting miss ho gayi meri",miss,ENG
"Uber wala bohot late aya, meeting miss ho gayi meri",ho,URD
"Uber wala bohot late aya, meeting miss ho gayi meri",gayi,URD
"Uber wala bohot late aya, meeting miss ho gayi meri",meri,URD
"She recommended a really good book, mujhe bhi parhni hai ab",She,ENG
"She recommended a really good book, mujhe bhi parhni hai ab",recommended,ENG
"She recommended a really good book, mujhe bhi parhni hai ab",a,ENG
"She recommended a really good book, mujhe bhi parhni hai ab",really,ENG
"She recommended a really good book, mujhe bhi parhni hai ab",good,ENG
"She recommended a really good book, mujhe bhi parhni hai ab",book,ENG
"She recommended a really good book, mujhe bhi parhni hai ab",mujhe,URD
"She recommended a really good book, mujhe bhi parhni hai ab",bhi,URD
"She recommended a really good book, mujhe bhi parhni hai ab",parhni,URD
"She recommended a really good book, mujhe bhi parhni hai ab",hai,URD
"She recommended a really good book, mujhe bhi parhni hai ab",ab,URD
"Kal roza rakha tha, iftar mein bohot maza aya",Kal,URD
"Kal roza rakha tha, iftar mein bohot maza aya",roza,URD
"Kal roza rakha tha, iftar mein bohot maza aya",rakha,URD
"Kal roza rakha tha, iftar mein bohot maza aya",tha,URD
"Kal roza rakha tha, iftar mein bohot maza aya",iftar,URD
"Kal roza rakha tha, iftar mein bohot maza aya",mein,URD
"Kal roza rakha tha, iftar mein bohot maza aya",bohot,URD
"Kal roza rakha tha, iftar mein bohot maza aya",maza,URD
"Kal roza rakha tha, iftar mein bohot maza aya",aya,URD
Mujhe ye freelancing project bohot interesting lag raha hai,Mujhe,URD
Mujhe ye freelancing project bohot interesting lag raha hai,ye,URD
Mujhe ye freelancing project bohot interesting lag raha hai,freelancing,ENG
Mujhe ye freelancing project bohot interesting lag raha hai,project,MIX
Mujhe ye freelancing project bohot interesting lag raha hai,bohot,URD
Mujhe ye freelancing project bohot interesting lag raha hai,interesting,ENG
Mujhe ye freelancing project bohot interesting lag raha hai,lag,URD
Mujhe ye freelancing project bohot interesting lag raha hai,raha,URD
Mujhe ye freelancing project bohot interesting lag raha hai,hai,URD
Bhai gym mein aaj bohot acha workout hua,Bhai,URD
Bhai gym mein aaj bohot acha workout hua,gym,MIX
Bhai gym mein aaj bohot acha workout hua,mein,URD
Bhai gym mein aaj bohot acha workout hua,aaj,URD
Bhai gym mein aaj bohot acha workout hua,bohot,URD
Bhai gym mein aaj bohot acha workout hua,acha,URD
Bhai gym mein aaj bohot acha workout hua,workout,ENG
Bhai gym mein aaj bohot acha workout hua,hua,URD
"Mummy plants ko paani dena bhool gayi, sab murjha gaye",Mummy,MIX
"Mummy plants ko paani dena bhool gayi, sab murjha gaye",plants,ENG
"Mummy plants ko paani dena bhool gayi, sab murjha gaye",ko,URD
"Mummy plants ko paani dena bhool gayi, sab murjha gaye",paani,URD
"Mummy plants ko paani dena bhool gayi, sab murjha gaye",dena,URD
"Mummy plants ko paani dena bhool gayi, sab murjha gaye",bhool,URD
"Mummy plants ko paani dena bhool gayi, sab murjha gaye",gayi,URD
"Mummy plants ko paani dena bhool gayi, sab murjha gaye",sab,URD
"Mummy plants ko paani dena bhool gayi, sab murjha gaye",murjha,URD
"Mummy plants ko paani dena bhool gayi, sab murjha gaye",gaye,URD
"I just booked our tickets for the trip, excited hoon bohot",I,ENG
"I just booked our tickets for the trip, excited hoon bohot",just,ENG
"I just booked our tickets for the trip, excited hoon bohot",booked,ENG
"I just booked our tickets for the trip, excited hoon bohot",our,ENG
"I just booked our tickets for the trip, excited hoon bohot",tickets,ENG
"I just booked our tickets for the trip, excited hoon bohot",for,ENG
"I just booked our tickets for the trip, excited hoon bohot",the,ENG
"I just booked our tickets for the trip, excited hoon bohot",trip,MIX
"I just booked our tickets for the trip, excited hoon bohot",excited,ENG
"I just booked our tickets for the trip, excited hoon bohot",hoon,URD
"I just booked our tickets for the trip, excited hoon bohot",bohot,URD
Uska interview call aya tha lekin usne miss kar diya,Uska,URD
Uska interview call aya tha lekin usne miss kar diya,interview,MIX
Uska interview call aya tha lekin usne miss kar diya,call,MIX
Uska interview call aya tha lekin usne miss kar diya,aya,URD
Uska interview call aya tha lekin usne miss kar diya,tha,URD
Uska interview call aya tha lekin usne miss kar diya,lekin,URD
Uska interview call aya tha lekin usne miss kar diya,usne,URD
Uska interview call aya tha lekin usne miss kar diya,miss,ENG
Uska interview call aya tha lekin usne miss kar diya,kar,URD
Uska interview call aya tha lekin usne miss kar diya,diya,URD
"Bazaar se sabzi le aana, ghar mein kuch nahi hai",Bazaar,URD
"Bazaar se sabzi le aana, ghar mein kuch nahi hai",se,URD
"Bazaar se sabzi le aana, ghar mein kuch nahi hai",sabzi,URD
"Bazaar se sabzi le aana, ghar mein kuch nahi hai",le,URD
"Bazaar se sabzi le aana, ghar mein kuch nahi hai",aana,URD
"Bazaar se sabzi le aana, ghar mein kuch nahi hai",ghar,URD
"Bazaar se sabzi le aana, ghar mein kuch nahi hai",mein,URD
"Bazaar se sabzi le aana, ghar mein kuch nahi hai",kuch,URD
"Bazaar se sabzi le aana, ghar mein kuch nahi hai",nahi,URD
"Bazaar se sabzi le aana, ghar mein kuch nahi hai",hai,URD
"This code keeps giving an error, samajh nahi aa raha kyun",This,ENG
"This code keeps giving an error, samajh nahi aa raha kyun",code,ENG
"This code keeps giving an error, samajh nahi aa raha kyun",keeps,ENG
"This code keeps giving an error, samajh nahi aa raha kyun",giving,ENG
"This code keeps giving an error, samajh nahi aa raha kyun",an,ENG
"This code keeps giving an error, samajh nahi aa raha kyun",error,ENG
"This code keeps giving an error, samajh nahi aa raha kyun",samajh,URD
"This code keeps giving an error, samajh nahi aa raha kyun",nahi,URD
"This code keeps giving an error, samajh nahi aa raha kyun",aa,URD
"This code keeps giving an error, samajh nahi aa raha kyun",raha,URD
"This code keeps giving an error, samajh nahi aa raha kyun",kyun,URD
"Kal humari salary aa gayi, chalo kal dinner karte hain",Kal,URD
"Kal humari salary aa gayi, chalo kal dinner karte hain",humari,URD
"Kal humari salary aa gayi, chalo kal dinner karte hain",salary,MIX
"Kal humari salary aa gayi, chalo kal dinner karte hain",aa,URD
"Kal humari salary aa gayi, chalo kal dinner karte hain",gayi,URD
"Kal humari salary aa gayi, chalo kal dinner karte hain",chalo,URD
"Kal humari salary aa gayi, chalo kal dinner karte hain",kal,URD
"Kal humari salary aa gayi, chalo kal dinner karte hain",dinner,MIX
"Kal humari salary aa gayi, chalo kal dinner karte hain",karte,URD
"Kal humari salary aa gayi, chalo kal dinner karte hain",hain,URD
Mujhe abhi tak samajh nahi aaya is question ka answer,Mujhe,URD
Mujhe abhi tak samajh nahi aaya is question ka answer,abhi,URD
Mujhe abhi tak samajh nahi aaya is question ka answer,tak,URD
Mujhe abhi tak samajh nahi aaya is question ka answer,samajh,URD
Mujhe abhi tak samajh nahi aaya is question ka answer,nahi,URD
Mujhe abhi tak samajh nahi aaya is question ka answer,aaya,URD
Mujhe abhi tak samajh nahi aaya is question ka answer,is,URD
Mujhe abhi tak samajh nahi aaya is question ka answer,question,ENG
Mujhe abhi tak samajh nahi aaya is question ka answer,ka,URD
Mujhe abhi tak samajh nahi aaya is question ka answer,answer,ENG
"He apologized properly this time, mujhe acha laga",He,ENG
"He apologized properly this time, mujhe acha laga",apologized,ENG
"He apologized properly this time, mujhe acha laga",properly,ENG
"He apologized properly this time, mujhe acha laga",this,ENG
"He apologized properly this time, mujhe acha laga",time,ENG
"He apologized properly this time, mujhe acha laga",mujhe,URD
"He apologized properly this time, mujhe acha laga",acha,URD
"He apologized properly this time, mujhe acha laga",laga,URD
Kal se naya diet aur workout plan follow karungi,Kal,URD
Kal se naya diet aur workout plan follow karungi,se,URD
Kal se naya diet aur workout plan follow karungi,naya,URD
Kal se naya diet aur workout plan follow karungi,diet,MIX
Kal se naya diet aur workout plan follow karungi,aur,URD
Kal se naya diet aur workout plan follow karungi,workout,ENG
Kal se naya diet aur workout plan follow karungi,plan,MIX
Kal se naya diet aur workout plan follow karungi,follow,ENG
Kal se naya diet aur workout plan follow karungi,karungi,URD
Mera phone update ke baad bohot slow chal raha hai,Mera,URD
Mera phone update ke baad bohot slow chal raha hai,phone,MIX
Mera phone update ke baad bohot slow chal raha hai,update,ENG
Mera phone update ke baad bohot slow chal raha hai,ke,URD
Mera phone update ke baad bohot slow chal raha hai,baad,URD
Mera phone update ke baad bohot slow chal raha hai,bohot,URD
Mera phone update ke baad bohot slow chal raha hai,slow,ENG
Mera phone update ke baad bohot slow chal raha hai,chal,URD
Mera phone update ke baad bohot slow chal raha hai,raha,URD
Mera phone update ke baad bohot slow chal raha hai,hai,URD
"Please mujhe abhi disturb mat karo, kaam mein busy hoon",Please,ENG
"Please mujhe abhi disturb mat karo, kaam mein busy hoon",mujhe,URD
"Please mujhe abhi disturb mat karo, kaam mein busy hoon",abhi,URD
"Please mujhe abhi disturb mat karo, kaam mein busy hoon",disturb,ENG
"Please mujhe abhi disturb mat karo, kaam mein busy hoon",mat,URD
"Please mujhe abhi disturb mat karo, kaam mein busy hoon",karo,URD
"Please mujhe abhi disturb mat karo, kaam mein busy hoon",kaam,URD
"Please mujhe abhi disturb mat karo, kaam mein busy hoon",mein,URD
"Please mujhe abhi disturb mat karo, kaam mein busy hoon",busy,ENG
"Please mujhe abhi disturb mat karo, kaam mein busy hoon",hoon,URD
I think humein ye deal accept nahi karni chahiye,I,ENG
I think humein ye deal accept nahi karni chahiye,think,ENG
I think humein ye deal accept nahi karni chahiye,humein,URD
I think humein ye deal accept nahi karni chahiye,ye,URD
I think humein ye deal accept nahi karni chahiye,deal,MIX
I think humein ye deal accept nahi karni chahiye,accept,ENG
I think humein ye deal accept nahi karni chahiye,nahi,URD
I think humein ye deal accept nahi karni chahiye,karni,URD
I think humein ye deal accept nahi karni chahiye,chahiye,URD
Kal ki barish ke baad mausam bohot khushgawar ho gaya,Kal,URD
Kal ki barish ke baad mausam bohot khushgawar ho gaya,ki,URD
Kal ki barish ke baad mausam bohot khushgawar ho gaya,barish,URD
Kal ki barish ke baad mausam bohot khushgawar ho gaya,ke,URD
Kal ki barish ke baad mausam bohot khushgawar ho gaya,baad,URD
Kal ki barish ke baad mausam bohot khushgawar ho gaya,mausam,URD
Kal ki barish ke baad mausam bohot khushgawar ho gaya,bohot,URD
Kal ki barish ke baad mausam bohot khushgawar ho gaya,khushgawar,URD
Kal ki barish ke baad mausam bohot khushgawar ho gaya,ho,URD
Kal ki barish ke baad mausam bohot khushgawar ho gaya,gaya,URD
"Mujhe naya job mila hai, salary bhi pehle se acha hai",Mujhe,URD
"Mujhe naya job mila hai, salary bhi pehle se acha hai",naya,URD
"Mujhe naya job mila hai, salary bhi pehle se acha hai",job,ENG
"Mujhe naya job mila hai, salary bhi pehle se acha hai",mila,URD
"Mujhe naya job mila hai, salary bhi pehle se acha hai",hai,URD
"Mujhe naya job mila hai, salary bhi pehle se acha hai",salary,MIX
"Mujhe naya job mila hai, salary bhi pehle se acha hai",bhi,URD
"Mujhe naya job mila hai, salary bhi pehle se acha hai",pehle,URD
"Mujhe naya job mila hai, salary bhi pehle se acha hai",se,URD
"Mujhe naya job mila hai, salary bhi pehle se acha hai",acha,URD
"Mujhe naya job mila hai, salary bhi pehle se acha hai",hai,URD
Bhai wo group project mein sab kaam mujh par daal dete hain,Bhai,URD
Bhai wo group project mein sab kaam mujh par daal dete hain,wo,URD
Bhai wo group project mein sab kaam mujh par daal dete hain,group,ENG
Bhai wo group project mein sab kaam mujh par daal dete hain,project,MIX
Bhai wo group project mein sab kaam mujh par daal dete hain,mein,URD
Bhai wo group project mein sab kaam mujh par daal dete hain,sab,URD
Bhai wo group project mein sab kaam mujh par daal dete hain,kaam,URD
Bhai wo group project mein sab kaam mujh par daal dete hain,mujh,URD
Bhai wo group project mein sab kaam mujh par daal dete hain,par,URD
Bhai wo group project mein sab kaam mujh par daal dete hain,daal,URD
Bhai wo group project mein sab kaam mujh par daal dete hain,dete,URD
Bhai wo group project mein sab kaam mujh par daal dete hain,hain,URD
"I really enjoyed the wedding, shaadi bohot grand thi",I,ENG
"I really enjoyed the wedding, shaadi bohot grand thi",really,ENG
"I really enjoyed the wedding, shaadi bohot grand thi",enjoyed,ENG
"I really enjoyed the wedding, shaadi bohot grand thi",the,ENG
"I really enjoyed the wedding, shaadi bohot grand thi",wedding,ENG
"I really enjoyed the wedding, shaadi bohot grand thi",shaadi,URD
"I really enjoyed the wedding, shaadi bohot grand thi",bohot,URD
"I really enjoyed the wedding, shaadi bohot grand thi",grand,ENG
"I really enjoyed the wedding, shaadi bohot grand thi",thi,URD
"Uska interview kaisa raha, did he get selected or not",Uska,URD
"Uska interview kaisa raha, did he get selected or not",interview,MIX
"Uska interview kaisa raha, did he get selected or not",kaisa,URD
"Uska interview kaisa raha, did he get selected or not",raha,URD
"Uska interview kaisa raha, did he get selected or not",did,ENG
"Uska interview kaisa raha, did he get selected or not",he,ENG
"Uska interview kaisa raha, did he get selected or not",get,ENG
"Uska interview kaisa raha, did he get selected or not",selected,ENG
"Uska interview kaisa raha, did he get selected or not",or,ENG
"Uska interview kaisa raha, did he get selected or not",not,ENG
"Mujhe abhi thora headache ho raha hai, medicine le leti hoon",Mujhe,URD
"Mujhe abhi thora headache ho raha hai, medicine le leti hoon",abhi,URD
"Mujhe abhi thora headache ho raha hai, medicine le leti hoon",thora,URD
"Mujhe abhi thora headache ho raha hai, medicine le leti hoon",headache,ENG
"Mujhe abhi thora headache ho raha hai, medicine le leti hoon",ho,URD
"Mujhe abhi thora headache ho raha hai, medicine le leti hoon",raha,URD
"Mujhe abhi thora headache ho raha hai, medicine le leti hoon",hai,URD
"Mujhe abhi thora headache ho raha hai, medicine le leti hoon",medicine,MIX
"Mujhe abhi thora headache ho raha hai, medicine le leti hoon",le,URD
"Mujhe abhi thora headache ho raha hai, medicine le leti hoon",leti,URD
"Mujhe abhi thora headache ho raha hai, medicine le leti hoon",hoon,URD
"Kal ka lecture bohot boring tha, half class so gayi",Kal,URD
"Kal ka lecture bohot boring tha, half class so gayi",ka,URD
"Kal ka lecture bohot boring tha, half class so gayi",lecture,MIX
"Kal ka lecture bohot boring tha, half class so gayi",bohot,URD
"Kal ka lecture bohot boring tha, half class so gayi",boring,ENG
"Kal ka lecture bohot boring tha, half class so gayi",tha,URD
"Kal ka lecture bohot boring tha, half class so gayi",half,ENG
"Kal ka lecture bohot boring tha, half class so gayi",class,MIX
"Kal ka lecture bohot boring tha, half class so gayi",so,URD
"Kal ka lecture bohot boring tha, half class so gayi",gayi,URD
"I am planning to start a new course, let's see kya hota hai",I,ENG
"I am planning to start a new course, let's see kya hota hai",am,ENG
"I am planning to start a new course, let's see kya hota hai",planning,ENG
"I am planning to start a new course, let's see kya hota hai",to,ENG
"I am planning to start a new course, let's see kya hota hai",start,ENG
"I am planning to start a new course, let's see kya hota hai",a,ENG
"I am planning to start a new course, let's see kya hota hai",new,ENG
"I am planning to start a new course, let's see kya hota hai",course,ENG
"I am planning to start a new course, let's see kya hota hai",let's,ENG
"I am planning to start a new course, let's see kya hota hai",see,ENG
"I am planning to start a new course, let's see kya hota hai",kya,URD
"I am planning to start a new course, let's see kya hota hai",hota,URD
"I am planning to start a new course, let's see kya hota hai",hai,URD
Bhai tumne wo assignment complete kar liya ya nahi,Bhai,URD
Bhai tumne wo assignment complete kar liya ya nahi,tumne,URD
Bhai tumne wo assignment complete kar liya ya nahi,wo,URD
Bhai tumne wo assignment complete kar liya ya nahi,assignment,MIX
Bhai tumne wo assignment complete kar liya ya nahi,complete,ENG
Bhai tumne wo assignment complete kar liya ya nahi,kar,URD
Bhai tumne wo assignment complete kar liya ya nahi,liya,URD
Bhai tumne wo assignment complete kar liya ya nahi,ya,URD
Bhai tumne wo assignment complete kar liya ya nahi,nahi,URD
"Aaj mausam itna acha hai, let's go for a walk",Aaj,URD
"Aaj mausam itna acha hai, let's go for a walk",mausam,URD
"Aaj mausam itna acha hai, let's go for a walk",itna,URD
"Aaj mausam itna acha hai, let's go for a walk",acha,URD
"Aaj mausam itna acha hai, let's go for a walk",hai,URD
"Aaj mausam itna acha hai, let's go for a walk",let's,ENG
"Aaj mausam itna acha hai, let's go for a walk",go,ENG
"Aaj mausam itna acha hai, let's go for a walk",for,ENG
"Aaj mausam itna acha hai, let's go for a walk",a,ENG
"Aaj mausam itna acha hai, let's go for a walk",walk,ENG
Mujhe is baar seriously result ki tension ho rahi hai,Mujhe,URD
Mujhe is baar seriously result ki tension ho rahi hai,is,URD
Mujhe is baar seriously result ki tension ho rahi hai,baar,URD
Mujhe is baar seriously result ki tension ho rahi hai,seriously,ENG
Mujhe is baar seriously result ki tension ho rahi hai,result,MIX
Mujhe is baar seriously result ki tension ho rahi hai,ki,URD
Mujhe is baar seriously result ki tension ho rahi hai,tension,MIX
Mujhe is baar seriously result ki tension ho rahi hai,ho,URD
Mujhe is baar seriously result ki tension ho rahi hai,rahi,URD
Mujhe is baar seriously result ki tension ho rahi hai,hai,URD
"She said she will call back later, abhi busy hai shayad",She,ENG
"She said she will call back later, abhi busy hai shayad",said,ENG
"She said she will call back later, abhi busy hai shayad",she,ENG
"She said she will call back later, abhi busy hai shayad",will,ENG
"She said she will call back later, abhi busy hai shayad",call,MIX
"She said she will call back later, abhi busy hai shayad",back,ENG
"She said she will call back later, abhi busy hai shayad",later,ENG
"She said she will call back later, abhi busy hai shayad",abhi,URD
"She said she will call back later, abhi busy hai shayad",busy,ENG
"She said she will call back later, abhi busy hai shayad",hai,URD
"She said she will call back later, abhi busy hai shayad",shayad,URD
"Kal se diet start kar rahi hoon, let's see how it goes",Kal,URD
"Kal se diet start kar rahi hoon, let's see how it goes",se,URD
"Kal se diet start kar rahi hoon, let's see how it goes",diet,MIX
"Kal se diet start kar rahi hoon, let's see how it goes",start,ENG
"Kal se diet start kar rahi hoon, let's see how it goes",kar,URD
"Kal se diet start kar rahi hoon, let's see how it goes",rahi,URD
"Kal se diet start kar rahi hoon, let's see how it goes",hoon,URD
"Kal se diet start kar rahi hoon, let's see how it goes",let's,ENG
"Kal se diet start kar rahi hoon, let's see how it goes",see,ENG
"Kal se diet start kar rahi hoon, let's see how it goes",how,ENG
"Kal se diet start kar rahi hoon, let's see how it goes",it,ENG
"Kal se diet start kar rahi hoon, let's see how it goes",goes,ENG
"Yaar mera laptop kharab ho gaya, urgent repair karwana hai",Yaar,URD
"Yaar mera laptop kharab ho gaya, urgent repair karwana hai",mera,URD
"Yaar mera laptop kharab ho gaya, urgent repair karwana hai",laptop,MIX
"Yaar mera laptop kharab ho gaya, urgent repair karwana hai",kharab,URD
"Yaar mera laptop kharab ho gaya, urgent repair karwana hai",ho,URD
"Yaar mera laptop kharab ho gaya, urgent repair karwana hai",gaya,URD
"Yaar mera laptop kharab ho gaya, urgent repair karwana hai",urgent,ENG
"Yaar mera laptop kharab ho gaya, urgent repair karwana hai",repair,ENG
"Yaar mera laptop kharab ho gaya, urgent repair karwana hai",karwana,URD
"Yaar mera laptop kharab ho gaya, urgent repair karwana hai",hai,URD
I honestly don't have time for this drama right now,I,ENG
I honestly don't have time for this drama right now,honestly,ENG
I honestly don't have time for this drama right now,don't,ENG
I honestly don't have time for this drama right now,have,ENG
I honestly don't have time for this drama right now,time,MIX
I honestly don't have time for this drama right now,for,ENG
I honestly don't have time for this drama right now,this,ENG
I honestly don't have time for this drama right now,drama,ENG
I honestly don't have time for this drama right now,right,ENG
I honestly don't have time for this drama right now,now,ENG
"Ghar pohanchte hi so gayi, itni thaki hui thi",Ghar,URD
"Ghar pohanchte hi so gayi, itni thaki hui thi",pohanchte,URD
"Ghar pohanchte hi so gayi, itni thaki hui thi",hi,URD
"Ghar pohanchte hi so gayi, itni thaki hui thi",so,URD
"Ghar pohanchte hi so gayi, itni thaki hui thi",gayi,URD
"Ghar pohanchte hi so gayi, itni thaki hui thi",itni,URD
"Ghar pohanchte hi so gayi, itni thaki hui thi",thaki,URD
"Ghar pohanchte hi so gayi, itni thaki hui thi",hui,URD
"Ghar pohanchte hi so gayi, itni thaki hui thi",thi,URD
"Uska naya phone bohot mehnga hai, but it looks amazing",Uska,URD
"Uska naya phone bohot mehnga hai, but it looks amazing",naya,URD
"Uska naya phone bohot mehnga hai, but it looks amazing",phone,MIX
"Uska naya phone bohot mehnga hai, but it looks amazing",bohot,URD
"Uska naya phone bohot mehnga hai, but it looks amazing",mehnga,URD
"Uska naya phone bohot mehnga hai, but it looks amazing",hai,URD
"Uska naya phone bohot mehnga hai, but it looks amazing",but,ENG
"Uska naya phone bohot mehnga hai, but it looks amazing",it,ENG
"Uska naya phone bohot mehnga hai, but it looks amazing",looks,ENG
"Uska naya phone bohot mehnga hai, but it looks amazing",amazing,ENG
"Please mujhe thora space do, abhi mood theek nahi hai",Please,ENG
"Please mujhe thora space do, abhi mood theek nahi hai",mujhe,URD
"Please mujhe thora space do, abhi mood theek nahi hai",thora,URD
"Please mujhe thora space do, abhi mood theek nahi hai",space,ENG
"Please mujhe thora space do, abhi mood theek nahi hai",do,URD
"Please mujhe thora space do, abhi mood theek nahi hai",abhi,URD
"Please mujhe thora space do, abhi mood theek nahi hai",mood,ENG
"Please mujhe thora space do, abhi mood theek nahi hai",theek,URD
"Please mujhe thora space do, abhi mood theek nahi hai",nahi,URD
"Please mujhe thora space do, abhi mood theek nahi hai",hai,URD
Kal exam hai aur maine abhi tak revision nahi kiya,Kal,URD
Kal exam hai aur maine abhi tak revision nahi kiya,exam,MIX
Kal exam hai aur maine abhi tak revision nahi kiya,hai,URD
Kal exam hai aur maine abhi tak revision nahi kiya,aur,URD
Kal exam hai aur maine abhi tak revision nahi kiya,maine,URD
Kal exam hai aur maine abhi tak revision nahi kiya,abhi,URD
Kal exam hai aur maine abhi tak revision nahi kiya,tak,URD
Kal exam hai aur maine abhi tak revision nahi kiya,revision,ENG
Kal exam hai aur maine abhi tak revision nahi kiya,nahi,URD
Kal exam hai aur maine abhi tak revision nahi kiya,kiya,URD
"He always makes excuses, kabhi bhi time par nahi aata",He,ENG
"He always makes excuses, kabhi bhi time par nahi aata",always,ENG
"He always makes excuses, kabhi bhi time par nahi aata",makes,ENG
"He always makes excuses, kabhi bhi time par nahi aata",excuses,ENG
"He always makes excuses, kabhi bhi time par nahi aata",kabhi,URD
"He always makes excuses, kabhi bhi time par nahi aata",bhi,URD
"He always makes excuses, kabhi bhi time par nahi aata",time,MIX
"He always makes excuses, kabhi bhi time par nahi aata",par,URD
"He always makes excuses, kabhi bhi time par nahi aata",nahi,URD
"He always makes excuses, kabhi bhi time par nahi aata",aata,URD
Mujhe office se late night tak rukna pada kal,Mujhe,URD
Mujhe office se late night tak rukna pada kal,office,MIX
Mujhe office se late night tak rukna pada kal,se,URD
Mujhe office se late night tak rukna pada kal,late,ENG
Mujhe office se late night tak rukna pada kal,night,ENG
